ENTRY	SHORT DEF	LONGER DEF	FIRST OCCURRENCE	NUM OCCURRENCES	POS
"successus –us m."	"successus –ūs m."	"going up, good fortune"	"a going up, an advance; success, good fortune; speed (> succedo)"	"927"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#successus"	"4957"
"succumbo –ere –cubui –cubitus"	"succumbō –ere –cubuī –cubitus"	"to fall down; succumb"	"to fall down; succumb, yield (> sub and cubo)"	" 334"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#succumbo"	"3767"
"succurro –currere –curri –cursurum"	"succurrō –currere –currī –cursūrum"	"to come to mind"	"to come to mind"	" 422"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#succurro"	"1951"
"sudor sudoris m."	"sūdor sūdōris m."	"sweat"	"sweat"	" 482"	"4"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#sudor"	"2220"
"suffero –sufferre –sustuli –sublatum"	"sufferō –sufferre –sustulī –sublātum"	"to support"	"to take up, submit to, undergo, bear, endure, suffer"	"61"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#suffero"	"2718"
"sulco sulcare sulcavi sulcatus"	"sulcō sulcāre sulcāvī sulcātus"	"to plow"	"to plow (> sulcus)"	" 219"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#sulco"	"6575"
"sumitto or submitto –mittere –misi –missum"	"sumittō or submittō –mittere –mīsī –missum"	"to place under"	"to place under, submit"	" 606"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#sumitto"	"1798"
"summa summae f."	"summa summae f."	"peak, sum"	"peak, summit; sum (of money), sum-total"	"440"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#summa"	"1447"
"summus –a –um"	"summus –a –um"	"highest"	"highest; top (of); last, final"	"6"	"5"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#summus"	"326"
"supplex supplicis"	"supplex supplicis"	"suppliant"	"suppliant; a suppliant (> supplico, beseech)"	" 88"	"5"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#supplex"	"1312"
"tacitus –a –um"	"tacitus –a –um"	"silent"	"silent"	"157"	"4"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#tacitus"	"1447"
"taeda taedae f."	"taeda taedae f."	"torch"	"torch"	" 803"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#taeda"	"2189"
"taurus tauri m."	"taurus taurī m."	"bull"	"bull"	"298"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#taurus"	"892"
"tento tentare tentavi tentatus"	"tentō tentāre tentāvī tentātus"	"to try"	"to try, test"	" 275"	"5"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#tento"	"716"
"tentorium –ii n."	"tentōrium –iī n."	"tent"	"a tent (> tendo)"	"729"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#tentorium"	"8014"
"tenuis tenue"	"tenuis tenue"	"thin"	"thin, fine; delicate; slight, slender; little, unimportant; weak, feeble"	"114"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#tenuis"	"678"
"ter"	"ter"	"three times"	"three times; on three occasions"	" 178"	"6"	"Number"	"Logeion"	"http://logeion.uchicago.edu/index.html#ter"	"924"
"tero terere trivi tritum"	"terō terere trīvī trītum"	"to rub, wear away; use up"	"to rub, wear away; use up"	" 295"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#tero"	"1447"
"terribilis terribile"	"terribilis terribile"	"terrifying"	"terrifying"	"569"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#terribilis"	"2022"
"territo territare territavi territatus"	"territō territāre territāvī territātus"	"to fill with alarm; affright"	"to fill with alarm; affright, alarm (> terreo)"	"492"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#territo"	"4702"
"terror terroris m."	"terror terrōris m."	"fear"	"fear, terror"	"257"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#terror"	"1177"
"testudo –inis f."	"testūdō –inis f."	"tortoise; vaulted roof"	"a tortoise; a vaulted roof, vault; a testudo, formed of the shields of soldiers held over their heads"	" 316"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#testudo"	"3211"
"thalamus –i m."	"thalamus –ī m."	"marriage bed; bedchamber"	"marriage bed; bedchamber"	" 110"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#thalamus"	"1798"
"thorax –acis acc. pl. –acas m."	"thōrāx –ācis acc. pl. –ācas m."	"corselet"	"a corselet, breastplate, cuirass"	" 229"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#thorax"	"5645"
"timidus –a –um"	"timidus –a –um"	"fearful"	"fearful, timid"	" 568"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#timidus"	"1798"
"tonans tonantis"	"tonāns tonantis"	"thundering; the thunderer (an epithet of Jupiter)"	"thundering; the thunderer (an epithet of Jupiter)"	" 104"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#tonans"	"8014"
"tondeo –ere –totondi –tonsus"	"tondeō –ēre –totondī –tōnsus"	"to shear; finish"	"to shear; finish; clip, trim; browse, feed upon, graze upon"	"888"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#tondeo"	"2477"
"torqueo torquere torsi tortum"	"torqueō torquēre torsī tortum"	"to twist"	"to twist, torture"	" 368"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#torqueo"	"965"
"torreo –ere –ui –tostus"	"torreō –ēre –uī –tostus"	"to burn"	"to burn, scorch, roast, parch; rush, roll; of a river bank; p., torrens, entis, subst., a torrent, 7.567."	" 916"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#torreo"	"2065"
"torum –i n. (also torus –i m.)"	"torum –ī n. (alsō torus –ī m.)"	"bed, couch, cushion"	"bed, couch, cushion"	" 260"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#torum"	"1394"
"totidem"	"totidem"	"just as many"	"just as many"	"175"	"5"	"Pronoun"	"Logeion"	"http://logeion.uchicago.edu/index.html#totidem"	"1719"
"trabalis –e"	"trabālis –e"	"of beams"	"of beams; like a beam (> trabs, a beam)"	" 373"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#trabalis"	"8014"
"traicio –icere –ieci –iectum"	"trāiciō –icere –iēcī –iectum"	"to transport, pierce, cross over"	"to transfer; transport, cross over; pierce, transfix"	" 478"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#traicio"	"1745"
"transadigo –ere –adegi –adactus"	"trānsadigō –ere –adēgī –adāctus"	"to drive through"	"to drive through, thrust; of the object which is stabbed, pierce"	" 374"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#transadigo"	"6575"
"transfero transferre transtuli translatus"	"trānsferō trānsferre trānstulī trānslātus"	"to bring across"	"to transport/convey/transfer/shift; transpose; carry/bring across/over; transplant, copy out (writing); translate (language); postpone, transfer date; transform"	" 950"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#transfero"	"1429"
"transfigo –ere –ui –itum"	"trānsfīgō –ere –uī –ītum"	"to transfix"	"to transfix"	" 364"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#transfigo"	"2654"
"transilio –ire –ivi –ii or ui"	"trānsiliō –īre –īvī –iī or uī"	"to leap over; pass over"	"to leap over; pass over; fly through (> trans and salio)"	" 792"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#transilio"	"4702"
"transverbero transverberare transverberavi transverberatus"	"trānsverberō trānsverberāre trānsverberāvī trānsverberātus"	"to beat or strike through; pierce through"	"to beat or strike through; pierce through"	" 428"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#transverbero"	"6575"
"tremo tremere tremui"	"tremō tremere tremuī"	"to tremble"	"to tremble"	" 1026"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#tremo"	"1351"
"trepidus –a –um"	"trepidus –a –um"	"agitated"	"fearful, agitated"	" 809"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#trepidus"	"2101"
"triceni –ae –a"	"trīcēnī –ae –a"	"thirty at a time, thirty each"	"thirty at a time, thirty each"	" 174"	"2"	"Number"	"Logeion"	"http://logeion.uchicago.edu/index.html#triceni"	"8014"
"triumphus triumphi m."	"triumphus triumphī m."	"triumph"	"triumph"	" 541"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#triumphus"	"1576"
"trux trucis"	"trux trucis"	"savage"	"wild, rough, hard, harsh, savage, fierce, ferocious, grim, stern"	" 561"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#trux"	"3297"
"tuba –ae f."	"tuba –ae f."	"trumpet"	"a trumpet; trumpet–signal"	" 1049"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#tuba"	"1771"
"tueor tueri tutus sum"	"tueor tuērī tūtus sum"	"to look at"	"to see, look at; protect, watch; uphold"	"37"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#tueor"	"674"
"tumidus –a –um"	"tumidus –a –um"	"swollen"	"swollen; inflamed with passion; puffed up with pride"	" 170"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#tumidus"	"2220"
"tumultus tumultus m."	"tumultus tumultūs m."	"confusion"	"commotion, confusion, uproar; rebellion, uprising, disturbance"	" 662"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#tumultus"	"1289"
"tumulus tumuli m."	"tumulus tumulī m."	"mound"	"mound"	"48"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#tumulus"	"1411"
"tunica tunicae f."	"tunica tunicae f."	"tunic"	"tunic, undergarment, shirt"	" 348"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#tunica"	"1613"
"turbidus –a –um"	"turbidus –a –um"	"confused, fould"	"confused; mingled, foul; dismal, dark; whirling; of the mind, sad, troubled; startled, in alarm; furious (> turbo)"	" 677"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#turbidus"	"2326"
"turbo turbinis f."	"turbō turbinis f."	"whirlwind"	"whirlpool, whirlwind"	" 666"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#turbo"	"1557"
"turma turmae f."	"turma turmae f."	"troop"	"troop, platoon"	" 505"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#turma"	"2288"
"turpiter"	"turpiter"	"in an unbecoming or disgraceful manner"	"in an unbecoming or disgraceful manner"	" 92"	"3"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#turpiter"	"4702"
"tutator –oris"	"tutator –ōris"	"defender, protector"	"defender, protector"	" 911"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#tutator"	"11140"
"tympanum –i n."	"tympanum –ī n."	"drum"	"a drum, timbrel, tambourine"	"881"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#tympanum"	"4087"
"ubique"	"ubīque"	"everywhere"	"anywhere, everywhere (> ubiquitous)"	"385"	"2"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#ubīque"	"1673"
"ulciscor ulcisci ultus sum"	"ulcīscor ulcīscī ultus sum"	"to avenge"	"to avenge"	" 89"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#ulciscor"	"1798"
"ulna –ae f."	"ulna –ae f."	"forearm, esp. the crook of the arm"	"forearm, esp. the crook of the arm"	"571"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#ulna"	"6575"
"ulter –tra –trum"	"ulter –tra –trum"	"remote, on the other side"	"remote, on the other side"	" 805"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#ulter"	"6575"
"ultrix –icis"	"ultrīx –īcis"	"avenging"	"avenging (> ulciscor)"	" 819"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#ultrix"	"4957"
"ultro"	"ultrō"	"furthermore, beyond; voluntarily"	"furthermore, beyond, besides; far away; gratuitously, wantonly; voluntarily"	" 643"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#ultro"	"994"
"umbo –onis m."	"umbō –ōnis m."	"the boss of a shield"	"the boss of a shield; a shield"	"406"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#umbo"	"4475"
"umbrosus –a –um"	"umbrōsus –a –um"	"shady, dark"	"shady; dark, shadowy (> umbra)"	"654"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#umbrosus"	"4475"
"umerus umeri m."	"umerus umerī m."	"shoulder"	"shoulder"	"440"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#umerus"	"911"
"una"	"ūnā"	"together"	"together, together with; at the same time, along with"	" 199"	"4"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#una"	"831"
"uncus –a –um"	"uncus –a –um"	"hooked, crooked"	"hooked, crooked; talon–shaped, hooked"	" 596"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#uncus"	"3211"
"undenus –a –um"	"undenus –a –um"	"ten"	"ten"	" 207"	"1"	"Number"	"Logeion"	"http://logeion.uchicago.edu/index.html#undenus"	"11140"
"unguis –is m."	"unguis –is m."	"fingernail; claw, talon"	"fingernail; claw, talon"	" 28"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#unguis"	"2101"
"urgeo urgere ursi"	"urgeō urgēre ursī"	"to press"	"to press/squeeze/bear hard/down; tread/traverse continually; push/shove/thrust; spur on, urge; press hard in attack/pursuit, beset, follow hard on heels of; hem in; threaten by proximity; press verbally/argument/point; follow up"	" 272"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#urgeo"	"1330"
"uter utris m. "	"ūter ūtris m. "	"(wine) skin"	"a bag of hide, leathern bottle, vessel of skin, skin"	"627"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#uter"	"1429"
"utrimque"	"utrimque"	"on or from either side"	"on or from either side; on both sides; on every side (> uterque)"	" 355"	"3"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#utrimque"	"2101"
"uva –ae f."	"ūva –ae f."	"grape"	"grape"	" 887"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#uva"	"2189"
"vado vadere vasi vasum"	"vādō vādere vāsī vāsum"	"to go"	"to go, rush"	"114"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#vado"	"2654"
"vagina –ae f."	"vāgīna –ae f."	"scabbard"	"a scabbard, sheath"	" 374"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#vagina"	"4087"
"vallum valli n."	"vallum vallī n."	"fortification"	"fortification"	" 649"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#vallum"	"1136"
"vapidus –a –um"	"vapidus –a –um"	"flat, vapid; what has emited its vapor"	"that has emitted steam or vapor, i. e. that has lost its life and spirit, spoiled, flat, vapid"	"1007"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#vapidus"	"11140"
"vastus –a –um"	"vāstus –a –um"	"empty; vast"	"empty, devastated"	"292"	"16"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#vastus"	"974"
"velum veli n."	"vēlum vēlī n."	"sail, awning"	"sail, awning"	" 67"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#velum"	"1164"
"venus veneris f."	"venus veneris f."	"charm"	"charm, loveliness, sex"	" 467"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#venus"	"1830"
"verso versare versavi versatus"	"versō versāre versāvī versātus"	"to keep turning"	"to keep turning/going round, spin, whirl; turn over and over; stir; maneuver"	" 412"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#verso"	"1077"
"vertex verticis m."	"vertex verticis m."	"whirlpool; peak, summit"	"whirlpool, eddy; crown of the head; peak, summit"	" 376"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#vertex"	"950"
"vesanus –a –um"	"vēsānus –a –um"	"insane"	"unsound of mind, mad, insane, raging"	" 398"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#vesanus"	"4251"
"vibro vibrare vibravi vibratus"	"vibrō vibrāre vibrāvī vibrātus"	"to shake"	"to set in tremulous motion, move to and fro, brandish, shake, agitate"	" 961"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#vibro"	"3398"
"viceni –ae –a"	"vīcēnī –ae –a"	"20 each"	"twenty at a time; twenty each"	" 182"	"3"	"Number"	"Logeion"	"http://logeion.uchicago.edu/index.html#viceni"	"5645"
"vicis vicis f."	"vicis vicis f."	"turn, change, succession"	"turn, change, interchange, alternation, succession, vicissitude"	"61"	"8"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#vicis"	"1503"
"vicissim or vice"	"vicissim or vice"	"in turn"	"in turn; in one’s turn, on one’s part (> vicis)"	" 597"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#vicissim"	"2477"
"victrix –cis"	"victrīx –cis"	"victorious, triumphant"	"victorious, triumphant"	" 153"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#victrix"	"6092"
"vigilo vigilare vigilavi vigilatus"	"vigilō vigilāre vigilāvī vigilātus"	"to be awake"	"to remain awake, be awake; watch; provide for, care for by watching, be vigilant"	" 124"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#vigilo"	"1596"
"vincio vincire vinxi vinctum"	"vinciō vincīre vīnxī vīnctum"	"to tie up"	"to bind, tie up"	" 1009"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#vincio"	"1522"
"vindex –icis m."	"vindex –icis m."	"champion, defender; avenger"	"champion, defender; avenger"	"37"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#vindex"	"3913"
"vindico vindicare vindicavi vindicatus"	"vindicō vindicāre vindicāvī vindicātus"	"to claim"	"to claim, vindicate; punish, avenge"	" 836"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#vindico"	"1464"
"vinitor –oris m. "	"vīnitor –ōris m. "	"a vine dresser"	"a vine dresser"	" 887"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#vinitor"	"8014"
"violens –entis"	"violēns –entis"	"impetuous, violent"	"impetuous, furious, violent"	" 851"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#violens"	"5645"
"violentia –ae f."	"violentia –ae f."	"violence"	"violence; fierceness, impetuosity, fire, passion, fury, rage (> violentus)"	" 58"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#violentia"	"3913"
"violentus –a –um"	"violentus –a –um"	"violent, savage"	"violent, savage"	" 322"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#violentus"	"2780"
"violo violare violavi violatus"	"violō violāre violāvī violātus"	"to violate"	"to violate, dishonor; outrage"	" 91"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#violo"	"1464"
"virago –inis f."	"virāgō –inis f."	"woman of masculine spirit; heroine"	"a woman of masculine spirit; a heroine, warlike maid (cf. vir)"	" 533"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#virago"	"7186"
"virgineus –a –um"	"virgineus –a –um"	"maidenly, of a virgin"	"maidenly, of a virgin"	" 1068"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#virgineus"	"3634"
